travelCode,userCode,name,place,days,price,total,date,stay_year,stay_month,stay_day,stay_weekday,stay_cost_per_day
73927,716,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-10-22,2020,10,22,Thursday,165.99
73930,716,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-11-12,2020,11,12,Thursday,165.99
73936,716,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-24,2020,12,24,Thursday,60.39
73942,716,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2021-02-04,2021,2,4,Thursday,139.1
73943,716,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-02-11,2021,2,11,Thursday,60.39
73946,716,Hotel AU,Recife (PE),1,312.83,312.83,2021-03-04,2021,3,4,Thursday,312.83
73949,716,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-03-25,2021,3,25,Thursday,60.39
73950,716,Hotel BD,Natal (RN),3,242.88,728.64,2021-04-01,2021,4,1,Thursday,242.88
73951,716,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-04-08,2021,4,8,Thursday,165.99
73952,716,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-04-15,2021,4,15,Thursday,208.04
73953,716,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-04-22,2021,4,22,Thursday,60.39
73954,716,Hotel AU,Recife (PE),4,312.83,1251.32,2021-04-29,2021,4,29,Thursday,312.83
73955,716,Hotel K,Salvador (BH),1,263.41,263.41,2021-05-06,2021,5,6,Thursday,263.41
73957,716,Hotel BW,Campo Grande (MS),3,60.39,181.17,2021-05-20,2021,5,20,Thursday,60.39
73961,716,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-06-17,2021,6,17,Thursday,165.99
73963,716,Hotel AU,Recife (PE),4,312.83,1251.32,2021-07-01,2021,7,1,Thursday,312.83
73965,716,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-07-15,2021,7,15,Thursday,165.99
73967,716,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-07-29,2021,7,29,Thursday,60.39
73969,717,Hotel BD,Natal (RN),2,242.88,485.76,2019-09-26,2019,9,26,Thursday,242.88
73972,717,Hotel BP,Brasilia (DF),3,247.62,742.86,2019-10-17,2019,10,17,Thursday,247.62
73973,717,Hotel A,Florianopolis (SC),4,313.02,1252.08,2019-10-24,2019,10,24,Thursday,313.02
73976,717,Hotel K,Salvador (BH),2,263.41,526.82,2019-11-14,2019,11,14,Thursday,263.41
73977,717,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-11-21,2019,11,21,Thursday,247.62
73993,717,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-03-12,2020,3,12,Thursday,313.02
73997,717,Hotel K,Salvador (BH),3,263.41,790.23,2020-04-09,2020,4,9,Thursday,263.41
73999,717,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-04-23,2020,4,23,Thursday,60.39
74002,717,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-14,2020,5,14,Thursday,139.1
74006,717,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-06-11,2020,6,11,Thursday,60.39
74007,717,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-06-18,2020,6,18,Thursday,313.02
74008,717,Hotel BD,Natal (RN),3,242.88,728.64,2020-06-25,2020,6,25,Thursday,242.88
74021,717,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-09-24,2020,9,24,Thursday,165.99
74024,717,Hotel BD,Natal (RN),1,242.88,242.88,2020-10-15,2020,10,15,Thursday,242.88
74028,717,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-11-12,2020,11,12,Thursday,139.1
74029,717,Hotel BD,Natal (RN),3,242.88,728.64,2020-11-19,2020,11,19,Thursday,242.88
74032,717,Hotel AU,Recife (PE),4,312.83,1251.32,2020-12-10,2020,12,10,Thursday,312.83
74037,717,Hotel BD,Natal (RN),1,242.88,242.88,2021-01-14,2021,1,14,Thursday,242.88
74048,717,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-04-01,2021,4,1,Thursday,247.62
74049,717,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-04-08,2021,4,8,Thursday,313.02
74052,717,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-04-29,2021,4,29,Thursday,313.02
74054,717,Hotel BW,Campo Grande (MS),4,60.39,241.56,2021-05-13,2021,5,13,Thursday,60.39
74057,717,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-06-03,2021,6,3,Thursday,60.39
74067,718,Hotel BD,Natal (RN),3,242.88,728.64,2019-10-31,2019,10,31,Thursday,242.88
74069,718,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-11-14,2019,11,14,Thursday,165.99
74074,718,Hotel Z,Aracaju (SE),1,208.04,208.04,2019-12-19,2019,12,19,Thursday,208.04
74077,718,Hotel AU,Recife (PE),1,312.83,312.83,2020-01-09,2020,1,9,Thursday,312.83
74078,718,Hotel AU,Recife (PE),2,312.83,625.66,2020-01-16,2020,1,16,Thursday,312.83
74079,718,Hotel K,Salvador (BH),1,263.41,263.41,2020-01-23,2020,1,23,Thursday,263.41
74083,718,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-02-20,2020,2,20,Thursday,313.02
74091,718,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-04-16,2020,4,16,Thursday,165.99
74092,718,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-04-23,2020,4,23,Thursday,247.62
74097,718,Hotel K,Salvador (BH),2,263.41,526.82,2020-05-28,2020,5,28,Thursday,263.41
74098,718,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-06-04,2020,6,4,Thursday,60.39
74102,718,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-02,2020,7,2,Thursday,139.1
74105,718,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-07-23,2020,7,23,Thursday,247.62
74107,718,Hotel BD,Natal (RN),4,242.88,971.52,2020-08-06,2020,8,6,Thursday,242.88
74108,718,Hotel BD,Natal (RN),3,242.88,728.64,2020-08-13,2020,8,13,Thursday,242.88
74110,718,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-08-27,2020,8,27,Thursday,139.1
74114,718,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-09-24,2020,9,24,Thursday,60.39
74115,718,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-10-01,2020,10,1,Thursday,60.39
74117,718,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-10-15,2020,10,15,Thursday,165.99
74119,718,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-10-29,2020,10,29,Thursday,313.02
74121,718,Hotel K,Salvador (BH),3,263.41,790.23,2020-11-12,2020,11,12,Thursday,263.41
74123,718,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-11-26,2020,11,26,Thursday,60.39
74129,718,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-01-07,2021,1,7,Thursday,165.99
74130,718,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-01-14,2021,1,14,Thursday,208.04
74132,718,Hotel Z,Aracaju (SE),2,208.04,416.08,2021-01-28,2021,1,28,Thursday,208.04
74134,718,Hotel K,Salvador (BH),1,263.41,263.41,2021-02-11,2021,2,11,Thursday,263.41
74138,718,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-03-11,2021,3,11,Thursday,60.39
74140,718,Hotel AU,Recife (PE),2,312.83,625.66,2021-03-25,2021,3,25,Thursday,312.83
74148,718,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-05-20,2021,5,20,Thursday,60.39
74159,718,Hotel K,Salvador (BH),3,263.41,790.23,2021-08-05,2021,8,5,Thursday,263.41
74168,718,Hotel BD,Natal (RN),2,242.88,485.76,2021-10-07,2021,10,7,Thursday,242.88
74170,718,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-10-21,2021,10,21,Thursday,60.39
74181,718,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-01-06,2022,1,6,Thursday,60.39
74185,718,Hotel K,Salvador (BH),4,263.41,1053.64,2022-02-03,2022,2,3,Thursday,263.41
74189,718,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2022-03-03,2022,3,3,Thursday,139.1
74192,718,Hotel K,Salvador (BH),2,263.41,526.82,2022-03-24,2022,3,24,Thursday,263.41
74195,718,Hotel BW,Campo Grande (MS),2,60.39,120.78,2022-04-14,2022,4,14,Thursday,60.39
74196,718,Hotel K,Salvador (BH),1,263.41,263.41,2022-04-21,2022,4,21,Thursday,263.41
74203,718,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2022-06-09,2022,6,9,Thursday,165.99
74204,718,Hotel A,Florianopolis (SC),4,313.02,1252.08,2022-06-16,2022,6,16,Thursday,313.02
74205,718,Hotel BP,Brasilia (DF),3,247.62,742.86,2022-06-23,2022,6,23,Thursday,247.62
74206,719,Hotel A,Florianopolis (SC),1,313.02,313.02,2019-09-26,2019,9,26,Thursday,313.02
74207,719,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2019-10-03,2019,10,3,Thursday,165.99
74214,719,Hotel BW,Campo Grande (MS),3,60.39,181.17,2019-11-21,2019,11,21,Thursday,60.39
74216,719,Hotel AU,Recife (PE),3,312.83,938.49,2019-12-05,2019,12,5,Thursday,312.83
74221,719,Hotel A,Florianopolis (SC),1,313.02,313.02,2020-01-09,2020,1,9,Thursday,313.02
74222,719,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-01-16,2020,1,16,Thursday,139.1
74225,719,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-02-06,2020,2,6,Thursday,165.99
74226,719,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-02-13,2020,2,13,Thursday,247.62
74228,719,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-02-27,2020,2,27,Thursday,165.99
74231,719,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-03-19,2020,3,19,Thursday,139.1
74234,719,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-09,2020,4,9,Thursday,139.1
74238,719,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-05-07,2020,5,7,Thursday,139.1
74241,719,Hotel K,Salvador (BH),3,263.41,790.23,2020-05-28,2020,5,28,Thursday,263.41
74244,719,Hotel AU,Recife (PE),4,312.83,1251.32,2020-06-18,2020,6,18,Thursday,312.83
74246,719,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-07-02,2020,7,2,Thursday,208.04
74247,719,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-07-09,2020,7,9,Thursday,139.1
74252,719,Hotel K,Salvador (BH),4,263.41,1053.64,2020-08-13,2020,8,13,Thursday,263.41
74258,719,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2020-09-24,2020,9,24,Thursday,165.99
74262,719,Hotel AU,Recife (PE),1,312.83,312.83,2020-10-22,2020,10,22,Thursday,312.83
74267,719,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-11-26,2020,11,26,Thursday,139.1
74268,719,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-12-03,2020,12,3,Thursday,139.1
74269,719,Hotel K,Salvador (BH),2,263.41,526.82,2020-12-10,2020,12,10,Thursday,263.41
74270,719,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-12-17,2020,12,17,Thursday,208.04
74273,719,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2021-01-07,2021,1,7,Thursday,139.1
74279,719,Hotel A,Florianopolis (SC),2,313.02,626.04,2021-02-18,2021,2,18,Thursday,313.02
74280,719,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-02-25,2021,2,25,Thursday,208.04
74285,719,Hotel Z,Aracaju (SE),1,208.04,208.04,2021-04-01,2021,4,1,Thursday,208.04
74291,719,Hotel AU,Recife (PE),4,312.83,1251.32,2021-05-13,2021,5,13,Thursday,312.83
74294,719,Hotel BD,Natal (RN),2,242.88,485.76,2021-06-03,2021,6,3,Thursday,242.88
74299,719,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-07-08,2021,7,8,Thursday,313.02
74311,721,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-10-24,2019,10,24,Thursday,165.99
74312,721,Hotel AU,Recife (PE),4,312.83,1251.32,2019-10-31,2019,10,31,Thursday,312.83
74314,721,Hotel K,Salvador (BH),4,263.41,1053.64,2019-11-14,2019,11,14,Thursday,263.41
74317,721,Hotel AU,Recife (PE),4,312.83,1251.32,2019-12-05,2019,12,5,Thursday,312.83
74321,721,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-01-02,2020,1,2,Thursday,313.02
74330,721,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-03-05,2020,3,5,Thursday,208.04
74336,721,Hotel K,Salvador (BH),2,263.41,526.82,2020-04-16,2020,4,16,Thursday,263.41
74345,721,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-06-18,2020,6,18,Thursday,247.62
74347,721,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-07-02,2020,7,2,Thursday,60.39
74348,721,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-07-09,2020,7,9,Thursday,165.99
74352,721,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-08-06,2020,8,6,Thursday,60.39
74353,721,Hotel BD,Natal (RN),2,242.88,485.76,2020-08-13,2020,8,13,Thursday,242.88
74355,721,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-08-27,2020,8,27,Thursday,60.39
74356,721,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-09-03,2020,9,3,Thursday,139.1
74360,721,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-10-01,2020,10,1,Thursday,139.1
74363,721,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-10-22,2020,10,22,Thursday,60.39
74376,722,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-10-31,2019,10,31,Thursday,60.39
74377,722,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2019-11-07,2019,11,7,Thursday,165.99
74378,722,Hotel BD,Natal (RN),4,242.88,971.52,2019-11-14,2019,11,14,Thursday,242.88
74379,722,Hotel BW,Campo Grande (MS),4,60.39,241.56,2019-11-21,2019,11,21,Thursday,60.39
74386,722,Hotel AU,Recife (PE),3,312.83,938.49,2020-01-09,2020,1,9,Thursday,312.83
74387,722,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-01-16,2020,1,16,Thursday,313.02
74389,722,Hotel AU,Recife (PE),4,312.83,1251.32,2020-01-30,2020,1,30,Thursday,312.83
74390,722,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-02-06,2020,2,6,Thursday,165.99
74394,722,Hotel BP,Brasilia (DF),1,247.62,247.62,2020-03-05,2020,3,5,Thursday,247.62
74397,722,Hotel BD,Natal (RN),4,242.88,971.52,2020-03-26,2020,3,26,Thursday,242.88
74398,722,Hotel K,Salvador (BH),1,263.41,263.41,2020-04-02,2020,4,2,Thursday,263.41
74405,722,Hotel AU,Recife (PE),2,312.83,625.66,2020-05-21,2020,5,21,Thursday,312.83
74406,722,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-05-28,2020,5,28,Thursday,313.02
74410,722,Hotel BD,Natal (RN),1,242.88,242.88,2020-06-25,2020,6,25,Thursday,242.88
74413,722,Hotel BD,Natal (RN),1,242.88,242.88,2020-07-16,2020,7,16,Thursday,242.88
74416,722,Hotel AU,Recife (PE),4,312.83,1251.32,2020-08-06,2020,8,6,Thursday,312.83
74418,722,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-08-20,2020,8,20,Thursday,60.39
74419,722,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-08-27,2020,8,27,Thursday,139.1
74421,722,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-09-10,2020,9,10,Thursday,165.99
74422,722,Hotel BD,Natal (RN),1,242.88,242.88,2020-09-17,2020,9,17,Thursday,242.88
74423,722,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-09-24,2020,9,24,Thursday,247.62
74427,722,Hotel BD,Natal (RN),3,242.88,728.64,2020-10-22,2020,10,22,Thursday,242.88
74428,722,Hotel BD,Natal (RN),4,242.88,971.52,2020-10-29,2020,10,29,Thursday,242.88
74434,722,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-12-10,2020,12,10,Thursday,247.62
74436,722,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-12-24,2020,12,24,Thursday,165.99
74437,722,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-31,2020,12,31,Thursday,60.39
74440,722,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-01-21,2021,1,21,Thursday,247.62
74443,722,Hotel K,Salvador (BH),3,263.41,790.23,2021-02-11,2021,2,11,Thursday,263.41
74453,723,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-11-28,2019,11,28,Thursday,60.39
74455,723,Hotel BP,Brasilia (DF),2,247.62,495.24,2019-12-12,2019,12,12,Thursday,247.62
74458,723,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-01-02,2020,1,2,Thursday,208.04
74459,723,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-01-09,2020,1,9,Thursday,208.04
74461,723,Hotel K,Salvador (BH),1,263.41,263.41,2020-01-23,2020,1,23,Thursday,263.41
74463,723,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-02-06,2020,2,6,Thursday,313.02
74465,723,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-02-20,2020,2,20,Thursday,139.1
74467,723,Hotel BP,Brasilia (DF),2,247.62,495.24,2020-03-05,2020,3,5,Thursday,247.62
74469,723,Hotel AF,Sao Paulo (SP),1,139.1,139.1,2020-03-19,2020,3,19,Thursday,139.1
74479,723,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-05-28,2020,5,28,Thursday,165.99
74481,723,Hotel A,Florianopolis (SC),3,313.02,939.06,2020-06-11,2020,6,11,Thursday,313.02
74483,723,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-06-25,2020,6,25,Thursday,313.02
74484,723,Hotel K,Salvador (BH),1,263.41,263.41,2020-07-02,2020,7,2,Thursday,263.41
74485,723,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-07-09,2020,7,9,Thursday,165.99
74488,723,Hotel AU,Recife (PE),4,312.83,1251.32,2020-07-30,2020,7,30,Thursday,312.83
74489,723,Hotel BP,Brasilia (DF),3,247.62,742.86,2020-08-06,2020,8,6,Thursday,247.62
74490,723,Hotel BD,Natal (RN),3,242.88,728.64,2020-08-13,2020,8,13,Thursday,242.88
74492,723,Hotel AU,Recife (PE),4,312.83,1251.32,2020-08-27,2020,8,27,Thursday,312.83
74493,723,Hotel AU,Recife (PE),3,312.83,938.49,2020-09-03,2020,9,3,Thursday,312.83
74496,723,Hotel K,Salvador (BH),2,263.41,526.82,2020-09-24,2020,9,24,Thursday,263.41
74497,723,Hotel BD,Natal (RN),4,242.88,971.52,2020-10-01,2020,10,1,Thursday,242.88
74499,723,Hotel AF,Sao Paulo (SP),2,139.1,278.2,2020-10-15,2020,10,15,Thursday,139.1
74500,723,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-10-22,2020,10,22,Thursday,60.39
74503,723,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-11-12,2020,11,12,Thursday,60.39
74509,723,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-12-24,2020,12,24,Thursday,165.99
74512,723,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-01-14,2021,1,14,Thursday,60.39
74518,723,Hotel BD,Natal (RN),1,242.88,242.88,2021-02-25,2021,2,25,Thursday,242.88
74519,723,Hotel A,Florianopolis (SC),3,313.02,939.06,2021-03-04,2021,3,4,Thursday,313.02
74528,723,Hotel A,Florianopolis (SC),4,313.02,1252.08,2021-05-06,2021,5,6,Thursday,313.02
74535,724,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-10-03,2019,10,3,Thursday,139.1
74537,724,Hotel K,Salvador (BH),3,263.41,790.23,2019-10-17,2019,10,17,Thursday,263.41
74540,724,Hotel BW,Campo Grande (MS),1,60.39,60.39,2019-11-07,2019,11,7,Thursday,60.39
74544,724,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2019-12-05,2019,12,5,Thursday,139.1
74557,724,Hotel K,Salvador (BH),2,263.41,526.82,2020-03-05,2020,3,5,Thursday,263.41
74562,724,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-04-09,2020,4,9,Thursday,139.1
74566,724,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-05-07,2020,5,7,Thursday,60.39
74571,724,Hotel BW,Campo Grande (MS),4,60.39,241.56,2020-06-11,2020,6,11,Thursday,60.39
74573,724,Hotel AU,Recife (PE),2,312.83,625.66,2020-06-25,2020,6,25,Thursday,312.83
74574,724,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-07-02,2020,7,2,Thursday,165.99
74578,724,Hotel AU,Recife (PE),1,312.83,312.83,2020-07-30,2020,7,30,Thursday,312.83
74590,724,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-10-22,2020,10,22,Thursday,165.99
74592,724,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-11-05,2020,11,5,Thursday,60.39
74600,724,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-31,2020,12,31,Thursday,60.39
74601,724,Hotel Z,Aracaju (SE),3,208.04,624.12,2021-01-07,2021,1,7,Thursday,208.04
74602,724,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-01-14,2021,1,14,Thursday,208.04
74605,724,Hotel AU,Recife (PE),2,312.83,625.66,2021-02-04,2021,2,4,Thursday,312.83
74607,724,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2021-02-18,2021,2,18,Thursday,165.99
74613,724,Hotel A,Florianopolis (SC),1,313.02,313.02,2021-04-01,2021,4,1,Thursday,313.02
74615,724,Hotel AU,Recife (PE),2,312.83,625.66,2021-04-15,2021,4,15,Thursday,312.83
74616,724,Hotel BD,Natal (RN),2,242.88,485.76,2021-04-22,2021,4,22,Thursday,242.88
74619,724,Hotel AU,Recife (PE),4,312.83,1251.32,2021-05-13,2021,5,13,Thursday,312.83
74623,724,Hotel BW,Campo Grande (MS),2,60.39,120.78,2021-06-10,2021,6,10,Thursday,60.39
74625,724,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2021-06-24,2021,6,24,Thursday,165.99
74628,724,Hotel BP,Brasilia (DF),1,247.62,247.62,2021-07-15,2021,7,15,Thursday,247.62
74629,724,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2021-07-22,2021,7,22,Thursday,165.99
74631,724,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2021-08-05,2021,8,5,Thursday,165.99
74632,724,Hotel K,Salvador (BH),4,263.41,1053.64,2021-08-12,2021,8,12,Thursday,263.41
74639,724,Hotel BP,Brasilia (DF),3,247.62,742.86,2021-09-30,2021,9,30,Thursday,247.62
74640,724,Hotel AU,Recife (PE),2,312.83,625.66,2021-10-07,2021,10,7,Thursday,312.83
74641,724,Hotel Z,Aracaju (SE),4,208.04,832.16,2021-10-14,2021,10,14,Thursday,208.04
74646,725,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2019-10-03,2019,10,3,Thursday,139.1
74647,725,Hotel K,Salvador (BH),1,263.41,263.41,2019-10-10,2019,10,10,Thursday,263.41
74649,725,Hotel BP,Brasilia (DF),1,247.62,247.62,2019-10-24,2019,10,24,Thursday,247.62
74650,725,Hotel K,Salvador (BH),3,263.41,790.23,2019-10-31,2019,10,31,Thursday,263.41
74653,725,Hotel AU,Recife (PE),3,312.83,938.49,2019-11-21,2019,11,21,Thursday,312.83
74661,725,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-01-16,2020,1,16,Thursday,208.04
74666,725,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-02-20,2020,2,20,Thursday,60.39
74669,725,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-03-12,2020,3,12,Thursday,313.02
74671,725,Hotel Z,Aracaju (SE),4,208.04,832.16,2020-03-26,2020,3,26,Thursday,208.04
74681,725,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,2020-06-04,2020,6,4,Thursday,165.99
74684,725,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-06-25,2020,6,25,Thursday,60.39
74686,725,Hotel A,Florianopolis (SC),2,313.02,626.04,2020-07-09,2020,7,9,Thursday,313.02
74690,725,Hotel AU,Recife (PE),2,312.83,625.66,2020-08-06,2020,8,6,Thursday,312.83
74695,725,Hotel AF,Sao Paulo (SP),3,139.1,417.3,2020-09-10,2020,9,10,Thursday,139.1
74697,725,Hotel BD,Natal (RN),1,242.88,242.88,2020-09-24,2020,9,24,Thursday,242.88
74702,725,Hotel K,Salvador (BH),4,263.41,1053.64,2020-10-29,2020,10,29,Thursday,263.41
74704,725,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-11-12,2020,11,12,Thursday,165.99
74706,725,Hotel BP,Brasilia (DF),4,247.62,990.48,2020-11-26,2020,11,26,Thursday,247.62
74712,725,Hotel AU,Recife (PE),1,312.83,312.83,2021-01-07,2021,1,7,Thursday,312.83
74713,725,Hotel BW,Campo Grande (MS),1,60.39,60.39,2021-01-14,2021,1,14,Thursday,60.39
74716,726,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,2019-10-10,2019,10,10,Thursday,165.99
74727,726,Hotel BD,Natal (RN),4,242.88,971.52,2019-12-26,2019,12,26,Thursday,242.88
74731,726,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-01-23,2020,1,23,Thursday,313.02
74734,726,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-02-13,2020,2,13,Thursday,165.99
74736,726,Hotel BD,Natal (RN),2,242.88,485.76,2020-02-27,2020,2,27,Thursday,242.88
74742,726,Hotel Z,Aracaju (SE),2,208.04,416.08,2020-04-09,2020,4,9,Thursday,208.04
74749,726,Hotel K,Salvador (BH),2,263.41,526.82,2020-05-28,2020,5,28,Thursday,263.41
74756,726,Hotel BW,Campo Grande (MS),1,60.39,60.39,2020-07-16,2020,7,16,Thursday,60.39
74760,726,Hotel BD,Natal (RN),4,242.88,971.52,2020-08-13,2020,8,13,Thursday,242.88
74761,726,Hotel BD,Natal (RN),2,242.88,485.76,2020-08-20,2020,8,20,Thursday,242.88
74762,726,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-08-27,2020,8,27,Thursday,313.02
74767,726,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,2020-10-01,2020,10,1,Thursday,165.99
74769,726,Hotel Z,Aracaju (SE),1,208.04,208.04,2020-10-15,2020,10,15,Thursday,208.04
74773,726,Hotel BW,Campo Grande (MS),3,60.39,181.17,2020-11-12,2020,11,12,Thursday,60.39
74775,726,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,2020-11-26,2020,11,26,Thursday,165.99
74776,726,Hotel AF,Sao Paulo (SP),4,139.1,556.4,2020-12-03,2020,12,3,Thursday,139.1
74777,726,Hotel Z,Aracaju (SE),3,208.04,624.12,2020-12-10,2020,12,10,Thursday,208.04
74778,726,Hotel BW,Campo Grande (MS),2,60.39,120.78,2020-12-17,2020,12,17,Thursday,60.39
74779,726,Hotel A,Florianopolis (SC),4,313.02,1252.08,2020-12-24,2020,12,24,Thursday,313.02
